time,Th1,Tfh,Tr1
3.0,63.0,144.0,92.0
3.05,63.0,144.0,92.0
3.1,60.0,140.0,93.0
3.15,60.0,135.0,90.0
3.2,58.0,131.0,84.0
3.25,53.0,123.0,84.0
3.3,50.0,123.0,76.0
3.35,50.0,122.0,75.0
3.4,45.0,120.0,72.0
3.45,41.0,116.0,70.0
3.5,40.0,117.0,69.0
3.55,35.0,116.0,69.0
3.6,34.0,114.0,69.0
3.65,33.0,110.0,68.0
3.7,30.0,108.0,66.0
3.75,30.0,107.0,65.0
3.8,30.0,105.0,65.0
3.85,29.0,101.0,63.0
3.9,29.0,97.0,62.0
3.95,29.0,96.0,61.0
4.0,28.0,90.0,59.0
4.05,27.0,89.0,52.0
4.1,26.0,83.0,48.0
4.15,26.0,79.0,43.0
4.2,26.0,76.0,44.0
4.25,27.0,72.0,43.0
4.3,27.0,70.0,41.0
4.35,27.0,68.0,40.0
4.4,24.0,61.0,40.0
4.45,24.0,59.0,38.0
4.5,22.0,57.0,38.0
4.55,20.0,54.0,36.0
4.6,20.0,51.0,36.0
4.65,20.0,49.0,35.0
4.7,19.0,48.0,31.0
4.75,18.0,47.0,29.0
4.8,18.0,45.0,29.0
4.85,19.0,44.0,27.0
4.9,18.0,44.0,29.0
4.95,17.0,40.0,29.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,25.0,48.0,29.0
0.1,44.0,96.0,69.0
0.15,63.0,139.0,95.0
0.2,84.0,171.0,113.0
0.25,96.0,203.0,121.0
0.3,109.0,237.0,138.0
0.35,115.0,278.0,156.0
0.4,115.0,300.0,167.0
0.45,119.0,314.0,174.0
0.5,133.0,337.0,184.0
0.55,138.0,351.0,191.0
0.6,144.0,354.0,193.0
0.65,150.0,360.0,197.0
0.7,150.0,377.0,207.0
0.75,154.0,388.0,207.0
0.8,153.0,386.0,202.0
0.85,148.0,407.0,196.0
0.9,148.0,401.0,191.0
0.95,145.0,411.0,193.0
1.0,137.0,410.0,200.0
1.05,136.0,405.0,208.0
1.1,140.0,392.0,208.0
1.15,132.0,389.0,209.0
1.2,128.0,382.0,211.0
1.25,132.0,372.0,205.0
1.3,134.0,362.0,209.0
1.35,136.0,365.0,207.0
1.4,131.0,360.0,210.0
1.45,136.0,362.0,206.0
1.5,134.0,357.0,206.0
1.55,134.0,349.0,204.0
1.6,130.0,351.0,201.0
1.65,129.0,340.0,205.0
1.7,131.0,328.0,198.0
1.75,127.0,321.0,187.0
1.8,127.0,305.0,189.0
1.85,123.0,289.0,187.0
1.9,117.0,283.0,178.0
1.95,116.0,272.0,173.0
2.0,116.0,266.0,168.0
2.05,111.0,260.0,163.0
2.1,105.0,248.0,161.0
2.15,101.0,238.0,157.0
2.2,99.0,235.0,151.0
2.25,99.0,226.0,150.0
2.3,99.0,218.0,144.0
2.35,99.0,216.0,141.0
2.4,96.0,205.0,137.0
2.45,89.0,194.0,127.0
2.5,87.0,189.0,121.0
2.55,86.0,188.0,120.0
2.6,80.0,182.0,118.0
2.65,77.0,180.0,113.0
2.7,72.0,175.0,108.0
2.75,69.0,168.0,104.0
2.8,67.0,160.0,100.0
2.85,62.0,159.0,96.0
2.9,57.0,155.0,92.0
2.95,54.0,147.0,86.0
3.0,52.0,143.0,86.0
3.05,50.0,139.0,83.0
3.1,49.0,131.0,82.0
3.15,45.0,126.0,82.0
3.2,43.0,122.0,77.0
3.25,44.0,117.0,79.0
3.3,42.0,116.0,75.0
3.35,41.0,115.0,71.0
3.4,39.0,112.0,67.0
3.45,37.0,112.0,66.0
3.5,37.0,106.0,65.0
3.55,37.0,103.0,58.0
3.6,38.0,99.0,54.0
3.65,36.0,100.0,52.0
3.7,36.0,98.0,51.0
3.75,36.0,96.0,49.0
3.8,32.0,98.0,45.0
3.85,29.0,96.0,43.0
3.9,27.0,98.0,42.0
3.95,26.0,94.0,42.0
4.0,25.0,90.0,42.0
4.05,25.0,85.0,37.0
4.1,23.0,79.0,35.0
4.15,22.0,76.0,33.0
4.2,21.0,71.0,32.0
4.25,20.0,71.0,30.0
4.3,20.0,71.0,30.0
4.35,19.0,67.0,28.0
4.4,20.0,68.0,25.0
4.45,19.0,65.0,24.0
4.5,19.0,62.0,24.0
4.55,18.0,58.0,22.0
4.6,16.0,52.0,21.0
4.65,13.0,51.0,21.0
4.7,12.0,51.0,19.0
4.75,10.0,49.0,18.0
4.8,11.0,46.0,17.0
4.85,11.0,43.0,16.0
4.9,10.0,39.0,15.0
4.95,10.0,37.0,15.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,21.0,46.0,30.0
0.1,41.0,84.0,51.0
0.15,51.0,116.0,76.0
0.2,61.0,153.0,97.0
0.25,72.0,189.0,111.0
0.3,83.0,220.0,122.0
0.35,88.0,244.0,140.0
0.4,103.0,259.0,154.0
0.45,108.0,281.0,164.0
0.5,107.0,288.0,167.0
0.55,115.0,303.0,169.0
0.6,123.0,319.0,180.0
0.65,130.0,327.0,184.0
0.7,130.0,328.0,191.0
0.75,141.0,346.0,196.0
0.8,145.0,345.0,197.0
0.85,145.0,348.0,199.0
0.9,145.0,362.0,200.0
0.95,149.0,372.0,205.0
1.0,149.0,380.0,209.0
1.05,153.0,386.0,207.0
1.1,150.0,392.0,207.0
1.15,155.0,395.0,197.0
1.2,151.0,379.0,205.0
1.25,151.0,375.0,209.0
1.3,149.0,380.0,209.0
1.35,151.0,372.0,210.0
1.4,149.0,375.0,210.0
1.45,145.0,363.0,211.0
1.5,137.0,365.0,217.0
1.55,134.0,357.0,212.0
1.6,135.0,346.0,211.0
1.65,136.0,343.0,205.0
1.7,134.0,343.0,203.0
1.75,127.0,336.0,198.0
1.8,126.0,327.0,193.0
1.85,118.0,318.0,188.0
1.9,115.0,304.0,179.0
1.95,113.0,303.0,177.0
2.0,112.0,295.0,173.0
2.05,110.0,294.0,173.0
2.1,110.0,291.0,175.0
2.15,105.0,281.0,164.0
2.2,100.0,273.0,157.0
2.25,93.0,267.0,157.0
2.3,90.0,262.0,151.0
2.35,89.0,266.0,151.0
2.4,87.0,260.0,143.0
2.45,80.0,248.0,139.0
2.5,80.0,238.0,137.0
2.55,71.0,236.0,135.0
2.6,68.0,229.0,135.0
2.65,65.0,226.0,128.0
2.7,67.0,222.0,124.0
2.75,65.0,215.0,121.0
2.8,64.0,205.0,119.0
2.85,62.0,199.0,115.0
2.9,56.0,191.0,111.0
2.95,54.0,187.0,108.0
3.0,52.0,175.0,107.0
3.05,51.0,169.0,101.0
3.1,48.0,161.0,99.0
3.15,46.0,148.0,96.0
3.2,43.0,142.0,94.0
3.25,40.0,141.0,88.0
3.3,41.0,137.0,86.0
3.35,41.0,133.0,84.0
3.4,39.0,127.0,80.0
3.45,38.0,123.0,76.0
3.5,37.0,123.0,71.0
3.55,36.0,116.0,67.0
3.6,35.0,115.0,65.0
3.65,35.0,111.0,64.0
3.7,34.0,103.0,60.0
3.75,34.0,97.0,57.0
3.8,33.0,94.0,57.0
3.85,30.0,89.0,58.0
3.9,28.0,86.0,58.0
3.95,27.0,84.0,56.0
4.0,26.0,78.0,51.0
4.05,25.0,77.0,49.0
4.1,25.0,72.0,48.0
4.15,24.0,70.0,47.0
4.2,21.0,68.0,47.0
4.25,21.0,66.0,44.0
4.3,22.0,68.0,42.0
4.35,18.0,62.0,41.0
4.4,17.0,61.0,39.0
4.45,17.0,60.0,37.0
4.5,16.0,55.0,35.0
4.55,16.0,51.0,33.0
4.6,16.0,50.0,32.0
4.65,14.0,52.0,32.0
4.7,14.0,52.0,30.0
4.75,14.0,50.0,28.0
4.8,13.0,48.0,28.0
4.85,13.0,43.0,27.0
4.9,13.0,42.0,26.0
4.95,12.0,40.0,25.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,20.0,55.0,31.0
0.1,31.0,92.0,57.0
0.15,57.0,139.0,79.0
0.2,75.0,159.0,94.0
0.25,87.0,199.0,110.0
0.3,102.0,226.0,127.0
0.35,130.0,250.0,139.0
0.4,137.0,272.0,150.0
0.45,141.0,294.0,166.0
0.5,137.0,299.0,176.0
0.55,151.0,314.0,193.0
0.6,158.0,318.0,206.0
0.65,160.0,337.0,203.0
0.7,163.0,338.0,218.0
0.75,156.0,350.0,222.0
0.8,154.0,366.0,224.0
0.85,156.0,375.0,223.0
0.9,144.0,370.0,220.0
0.95,144.0,382.0,214.0
1.0,143.0,371.0,215.0
1.05,146.0,374.0,214.0
1.1,148.0,369.0,213.0
1.15,148.0,362.0,217.0
1.2,147.0,361.0,215.0
1.25,143.0,356.0,220.0
1.3,145.0,357.0,219.0
1.35,137.0,342.0,217.0
1.4,133.0,334.0,213.0
1.45,127.0,337.0,205.0
1.5,121.0,330.0,198.0
1.55,119.0,337.0,196.0
1.6,119.0,327.0,197.0
1.65,116.0,325.0,192.0
1.7,116.0,315.0,188.0
1.75,117.0,304.0,182.0
1.8,115.0,300.0,177.0
1.85,113.0,294.0,178.0
1.9,111.0,294.0,170.0
1.95,113.0,286.0,165.0
2.0,111.0,282.0,162.0
2.05,111.0,271.0,158.0
2.1,108.0,272.0,156.0
2.15,104.0,262.0,148.0
2.2,106.0,260.0,148.0
2.25,104.0,254.0,148.0
2.3,101.0,248.0,134.0
2.35,97.0,244.0,127.0
2.4,91.0,231.0,124.0
2.45,94.0,224.0,120.0
2.5,91.0,219.0,121.0
2.55,91.0,216.0,115.0
2.6,88.0,210.0,113.0
2.65,85.0,205.0,110.0
2.7,82.0,195.0,106.0
2.75,81.0,188.0,100.0
2.8,79.0,184.0,97.0
2.85,78.0,181.0,95.0
2.9,76.0,175.0,93.0
2.95,75.0,167.0,91.0
3.0,72.0,162.0,88.0
3.05,71.0,161.0,83.0
3.1,72.0,158.0,83.0
3.15,70.0,152.0,83.0
3.2,72.0,147.0,76.0
3.25,70.0,137.0,79.0
3.3,66.0,137.0,75.0
3.35,63.0,130.0,73.0
3.4,62.0,125.0,69.0
3.45,59.0,124.0,68.0
3.5,57.0,119.0,68.0
3.55,56.0,116.0,65.0
3.6,54.0,114.0,64.0
3.65,54.0,111.0,60.0
3.7,52.0,109.0,59.0
3.75,48.0,101.0,52.0
3.8,46.0,100.0,49.0
3.85,44.0,94.0,47.0
3.9,42.0,93.0,48.0
3.95,43.0,91.0,47.0
4.0,42.0,89.0,46.0
4.05,42.0,85.0,45.0
4.1,39.0,86.0,41.0
4.15,37.0,81.0,37.0
4.2,36.0,80.0,35.0
4.25,34.0,76.0,35.0
4.3,31.0,70.0,34.0
4.35,29.0,67.0,33.0
4.4,28.0,63.0,32.0
4.45,27.0,61.0,30.0
4.5,27.0,60.0,30.0
4.55,26.0,56.0,29.0
4.6,26.0,54.0,29.0
4.65,25.0,50.0,27.0
4.7,25.0,49.0,28.0
4.75,24.0,43.0,27.0
4.8,22.0,42.0,27.0
4.85,22.0,40.0,26.0
4.9,17.0,38.0,25.0
4.95,17.0,37.0,25.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,32.0,50.0,29.0
0.1,51.0,94.0,54.0
0.15,67.0,132.0,85.0
0.2,81.0,166.0,107.0
0.25,97.0,194.0,130.0
0.3,111.0,218.0,142.0
0.35,119.0,235.0,152.0
0.4,127.0,260.0,163.0
0.45,138.0,283.0,174.0
0.5,141.0,296.0,180.0
0.55,149.0,301.0,185.0
0.6,156.0,315.0,199.0
0.65,162.0,324.0,207.0
0.7,163.0,338.0,207.0
0.75,164.0,346.0,217.0
0.8,164.0,353.0,221.0
0.85,165.0,364.0,225.0
0.9,172.0,372.0,227.0
0.95,173.0,381.0,223.0
1.0,163.0,388.0,219.0
1.05,160.0,394.0,217.0
1.1,153.0,384.0,214.0
1.15,155.0,379.0,215.0
1.2,149.0,367.0,210.0
1.25,148.0,364.0,209.0
1.3,143.0,367.0,208.0
1.35,149.0,360.0,202.0
1.4,142.0,361.0,195.0
1.45,141.0,354.0,192.0
1.5,141.0,349.0,199.0
1.55,136.0,344.0,193.0
1.6,133.0,341.0,190.0
1.65,128.0,333.0,185.0
1.7,128.0,328.0,187.0
1.75,125.0,322.0,187.0
1.8,122.0,309.0,185.0
1.85,119.0,294.0,178.0
1.9,115.0,287.0,177.0
1.95,111.0,274.0,176.0
2.0,108.0,263.0,174.0
2.05,108.0,258.0,168.0
2.1,104.0,248.0,169.0
2.15,103.0,234.0,163.0
2.2,100.0,228.0,156.0
2.25,99.0,227.0,154.0
2.3,95.0,222.0,151.0
2.35,92.0,223.0,151.0
2.4,88.0,215.0,149.0
2.45,81.0,204.0,145.0
2.5,71.0,203.0,142.0
2.55,67.0,197.0,142.0
2.6,71.0,187.0,135.0
2.65,67.0,179.0,132.0
2.7,65.0,173.0,126.0
2.75,61.0,165.0,124.0
2.8,63.0,161.0,119.0
2.85,62.0,153.0,118.0
2.9,62.0,149.0,117.0
2.95,60.0,143.0,117.0
3.0,60.0,136.0,114.0
3.05,59.0,128.0,106.0
3.1,57.0,121.0,101.0
3.15,54.0,118.0,96.0
3.2,53.0,109.0,93.0
3.25,52.0,108.0,94.0
3.3,51.0,105.0,89.0
3.35,45.0,105.0,85.0
3.4,44.0,100.0,77.0
3.45,41.0,96.0,78.0
3.5,38.0,90.0,76.0
3.55,40.0,84.0,74.0
3.6,38.0,84.0,69.0
3.65,37.0,81.0,67.0
3.7,36.0,77.0,63.0
3.75,33.0,74.0,59.0
3.8,32.0,74.0,54.0
3.85,30.0,73.0,54.0
3.9,30.0,69.0,50.0
3.95,28.0,69.0,50.0
4.0,26.0,68.0,47.0
4.05,25.0,66.0,47.0
4.1,25.0,64.0,47.0
4.15,22.0,64.0,46.0
4.2,21.0,61.0,44.0
4.25,21.0,57.0,41.0
4.3,21.0,51.0,38.0
4.35,21.0,50.0,37.0
4.4,21.0,50.0,36.0
4.45,19.0,49.0,34.0
4.5,19.0,45.0,34.0
4.55,19.0,42.0,34.0
4.6,19.0,40.0,35.0
4.65,19.0,39.0,35.0
4.7,19.0,36.0,31.0
4.75,20.0,36.0,31.0
4.8,20.0,36.0,30.0
4.85,20.0,34.0,28.0
4.9,19.0,35.0,23.0
4.95,20.0,33.0,22.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,25.0,40.0,26.0
0.1,43.0,87.0,54.0
0.15,55.0,127.0,76.0
0.2,77.0,165.0,97.0
0.25,87.0,200.0,104.0
0.3,95.0,215.0,122.0
0.35,103.0,246.0,135.0
0.4,111.0,274.0,153.0
0.45,115.0,296.0,162.0
0.5,120.0,310.0,173.0
0.55,124.0,328.0,177.0
0.6,136.0,340.0,189.0
0.65,147.0,345.0,200.0
0.7,156.0,342.0,199.0
0.75,151.0,365.0,198.0
0.8,155.0,387.0,203.0
0.85,155.0,382.0,208.0
0.9,162.0,384.0,214.0
0.95,154.0,391.0,214.0
1.0,150.0,383.0,217.0
1.05,150.0,382.0,215.0
1.1,152.0,369.0,216.0
1.15,144.0,355.0,215.0
1.2,142.0,349.0,213.0
1.25,138.0,349.0,206.0
1.3,142.0,357.0,212.0
1.35,140.0,357.0,208.0
1.4,135.0,356.0,212.0
1.45,125.0,345.0,206.0
1.5,123.0,339.0,204.0
1.55,120.0,333.0,204.0
1.6,120.0,327.0,204.0
1.65,116.0,319.0,201.0
1.7,120.0,312.0,200.0
1.75,122.0,306.0,195.0
1.8,118.0,304.0,193.0
1.85,111.0,293.0,189.0
1.9,106.0,288.0,181.0
1.95,103.0,278.0,172.0
2.0,100.0,273.0,165.0
2.05,98.0,265.0,158.0
2.1,95.0,264.0,156.0
2.15,94.0,251.0,154.0
2.2,93.0,244.0,146.0
2.25,94.0,242.0,138.0
2.3,93.0,228.0,138.0
2.35,89.0,219.0,128.0
2.4,88.0,210.0,122.0
2.45,85.0,201.0,114.0
2.5,81.0,193.0,111.0
2.55,79.0,191.0,111.0
2.6,76.0,188.0,105.0
2.65,74.0,183.0,99.0
2.7,72.0,181.0,99.0
2.75,69.0,173.0,95.0
2.8,68.0,169.0,95.0
2.85,70.0,171.0,94.0
2.9,69.0,174.0,92.0
2.95,69.0,167.0,87.0
3.0,65.0,162.0,82.0
3.05,59.0,159.0,82.0
3.1,58.0,156.0,82.0
3.15,52.0,155.0,83.0
3.2,46.0,150.0,83.0
3.25,43.0,140.0,81.0
3.3,43.0,128.0,77.0
3.35,40.0,124.0,72.0
3.4,39.0,120.0,69.0
3.45,36.0,120.0,65.0
3.5,36.0,117.0,63.0
3.55,33.0,115.0,62.0
3.6,33.0,111.0,61.0
3.65,32.0,105.0,58.0
3.7,30.0,102.0,53.0
3.75,30.0,98.0,52.0
3.8,29.0,96.0,52.0
3.85,25.0,93.0,48.0
3.9,25.0,92.0,47.0
3.95,23.0,90.0,43.0
4.0,22.0,85.0,39.0
4.05,21.0,82.0,35.0
4.1,20.0,81.0,33.0
4.15,20.0,79.0,29.0
4.2,20.0,73.0,27.0
4.25,20.0,69.0,26.0
4.3,19.0,67.0,23.0
4.35,19.0,63.0,23.0
4.4,20.0,60.0,23.0
4.45,17.0,58.0,22.0
4.5,17.0,56.0,24.0
4.55,16.0,53.0,24.0
4.6,16.0,51.0,23.0
4.65,15.0,49.0,21.0
4.7,15.0,48.0,19.0
4.75,14.0,43.0,20.0
4.8,14.0,42.0,19.0
4.85,14.0,40.0,19.0
4.9,14.0,41.0,19.0
4.95,14.0,40.0,18.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,34.0,43.0,16.0
0.1,52.0,87.0,44.0
0.15,63.0,129.0,63.0
0.2,71.0,175.0,92.0
0.25,85.0,206.0,114.0
0.3,97.0,231.0,113.0
0.35,113.0,263.0,136.0
0.4,121.0,284.0,143.0
0.45,131.0,299.0,154.0
0.5,142.0,314.0,163.0
0.55,147.0,338.0,180.0
0.6,157.0,352.0,192.0
0.65,159.0,357.0,192.0
0.7,162.0,375.0,204.0
0.75,171.0,378.0,210.0
0.8,168.0,376.0,215.0
0.85,173.0,395.0,214.0
0.9,164.0,393.0,218.0
0.95,160.0,397.0,216.0
1.0,160.0,394.0,205.0
1.05,158.0,404.0,204.0
1.1,161.0,409.0,204.0
1.15,159.0,392.0,204.0
1.2,156.0,397.0,202.0
1.25,154.0,398.0,199.0
1.3,152.0,401.0,200.0
1.35,151.0,403.0,203.0
1.4,149.0,394.0,206.0
1.45,143.0,384.0,201.0
1.5,140.0,376.0,191.0
1.55,139.0,360.0,193.0
1.6,134.0,344.0,193.0
1.65,130.0,340.0,189.0
1.7,132.0,335.0,183.0
1.75,130.0,334.0,185.0
1.8,126.0,324.0,179.0
1.85,126.0,321.0,173.0
1.9,125.0,310.0,172.0
1.95,120.0,308.0,172.0
2.0,119.0,298.0,164.0
2.05,120.0,286.0,157.0
2.1,117.0,292.0,145.0
2.15,113.0,276.0,146.0
2.2,115.0,260.0,142.0
2.25,113.0,257.0,142.0
2.3,116.0,250.0,138.0
2.35,110.0,241.0,137.0
2.4,110.0,235.0,134.0
2.45,107.0,226.0,129.0
2.5,104.0,217.0,128.0
2.55,98.0,202.0,127.0
2.6,93.0,195.0,123.0
2.65,92.0,190.0,119.0
2.7,86.0,176.0,115.0
2.75,85.0,173.0,111.0
2.8,83.0,166.0,107.0
2.85,80.0,168.0,106.0
2.9,78.0,164.0,103.0
2.95,76.0,160.0,98.0
3.0,78.0,156.0,96.0
3.05,79.0,148.0,91.0
3.1,77.0,140.0,85.0
3.15,77.0,135.0,84.0
3.2,75.0,130.0,81.0
3.25,71.0,126.0,76.0
3.3,68.0,119.0,76.0
3.35,67.0,112.0,75.0
3.4,65.0,109.0,71.0
3.45,63.0,103.0,68.0
3.5,59.0,98.0,64.0
3.55,57.0,96.0,60.0
3.6,53.0,95.0,60.0
3.65,50.0,91.0,57.0
3.7,46.0,91.0,54.0
3.75,44.0,91.0,51.0
3.8,42.0,85.0,49.0
3.85,40.0,81.0,48.0
3.9,37.0,80.0,50.0
3.95,33.0,73.0,47.0
4.0,30.0,75.0,45.0
4.05,30.0,74.0,42.0
4.1,30.0,73.0,38.0
4.15,29.0,71.0,35.0
4.2,28.0,68.0,33.0
4.25,28.0,65.0,31.0
4.3,27.0,64.0,28.0
4.35,25.0,60.0,27.0
4.4,24.0,59.0,25.0
4.45,23.0,56.0,24.0
4.5,21.0,50.0,23.0
4.55,21.0,48.0,23.0
4.6,22.0,45.0,23.0
4.65,19.0,45.0,22.0
4.7,20.0,44.0,22.0
4.75,19.0,42.0,22.0
4.8,17.0,40.0,22.0
4.85,17.0,40.0,21.0
4.9,15.0,35.0,19.0
4.95,12.0,33.0,18.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,15.0,57.0,31.0
0.1,30.0,99.0,52.0
0.15,51.0,149.0,78.0
0.2,72.0,185.0,97.0
0.25,81.0,229.0,111.0
0.3,102.0,261.0,116.0
0.35,114.0,283.0,130.0
0.4,123.0,299.0,144.0
0.45,127.0,332.0,168.0
0.5,131.0,351.0,189.0
0.55,133.0,356.0,200.0
0.6,141.0,359.0,197.0
0.65,141.0,371.0,217.0
0.7,140.0,376.0,226.0
0.75,142.0,376.0,223.0
0.8,143.0,379.0,231.0
0.85,144.0,391.0,227.0
0.9,147.0,386.0,235.0
0.95,144.0,384.0,228.0
1.0,145.0,378.0,223.0
1.05,151.0,358.0,220.0
1.1,145.0,360.0,225.0
1.15,144.0,362.0,231.0
1.2,144.0,361.0,225.0
1.25,144.0,353.0,225.0
1.3,138.0,351.0,220.0
1.35,134.0,344.0,216.0
1.4,125.0,334.0,204.0
1.45,126.0,332.0,197.0
1.5,128.0,326.0,195.0
1.55,122.0,326.0,189.0
1.6,120.0,320.0,189.0
1.65,119.0,318.0,184.0
1.7,118.0,313.0,179.0
1.75,120.0,303.0,175.0
1.8,118.0,290.0,176.0
1.85,120.0,275.0,170.0
1.9,120.0,280.0,167.0
1.95,113.0,268.0,160.0
2.0,109.0,263.0,154.0
2.05,110.0,256.0,151.0
2.1,108.0,239.0,149.0
2.15,102.0,233.0,144.0
2.2,99.0,232.0,144.0
2.25,97.0,227.0,144.0
2.3,95.0,216.0,135.0
2.35,95.0,213.0,134.0
2.4,91.0,208.0,128.0
2.45,88.0,206.0,123.0
2.5,79.0,194.0,125.0
2.55,72.0,190.0,119.0
2.6,71.0,184.0,117.0
2.65,68.0,175.0,109.0
2.7,66.0,173.0,104.0
2.75,65.0,171.0,102.0
2.8,64.0,165.0,97.0
2.85,62.0,159.0,95.0
2.9,60.0,155.0,88.0
2.95,57.0,146.0,85.0
3.0,53.0,141.0,83.0
3.05,51.0,138.0,77.0
3.1,49.0,137.0,70.0
3.15,47.0,129.0,68.0
3.2,45.0,126.0,69.0
3.25,43.0,119.0,67.0
3.3,42.0,115.0,67.0
3.35,43.0,116.0,65.0
3.4,43.0,109.0,58.0
3.45,41.0,106.0,59.0
3.5,40.0,102.0,58.0
3.55,39.0,95.0,54.0
3.6,40.0,96.0,49.0
3.65,39.0,91.0,47.0
3.7,39.0,88.0,48.0
3.75,33.0,83.0,46.0
3.8,28.0,82.0,46.0
3.85,27.0,80.0,47.0
3.9,26.0,76.0,46.0
3.95,25.0,76.0,47.0
4.0,22.0,72.0,44.0
4.05,21.0,73.0,44.0
4.1,20.0,66.0,43.0
4.15,20.0,66.0,41.0
4.2,18.0,63.0,39.0
4.25,16.0,63.0,36.0
4.3,17.0,59.0,36.0
4.35,15.0,58.0,35.0
4.4,15.0,56.0,36.0
4.45,14.0,56.0,35.0
4.5,13.0,52.0,35.0
4.55,14.0,51.0,33.0
4.6,13.0,50.0,34.0
4.65,12.0,46.0,32.0
4.7,12.0,44.0,28.0
4.75,9.0,41.0,28.0
4.8,9.0,39.0,28.0
4.85,9.0,39.0,28.0
4.9,9.0,39.0,27.0
4.95,9.0,37.0,26.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,18.0,46.0,29.0
0.1,33.0,80.0,58.0
0.15,54.0,123.0,76.0
0.2,68.0,157.0,100.0
0.25,80.0,183.0,117.0
0.3,92.0,211.0,127.0
0.35,104.0,255.0,141.0
0.4,108.0,294.0,150.0
0.45,109.0,313.0,166.0
0.5,120.0,336.0,177.0
0.55,123.0,347.0,193.0
0.6,136.0,352.0,213.0
0.65,138.0,358.0,220.0
0.7,136.0,372.0,216.0
0.75,140.0,369.0,218.0
0.8,136.0,379.0,211.0
0.85,131.0,394.0,214.0
0.9,129.0,394.0,225.0
0.95,128.0,390.0,226.0
1.0,130.0,393.0,229.0
1.05,134.0,404.0,223.0
1.1,137.0,404.0,218.0
1.15,138.0,408.0,216.0
1.2,143.0,410.0,215.0
1.25,144.0,401.0,210.0
1.3,135.0,402.0,212.0
1.35,134.0,396.0,207.0
1.4,134.0,386.0,210.0
1.45,135.0,385.0,203.0
1.5,137.0,372.0,198.0
1.55,131.0,370.0,193.0
1.6,128.0,370.0,192.0
1.65,127.0,370.0,188.0
1.7,117.0,359.0,183.0
1.75,111.0,354.0,183.0
1.8,107.0,351.0,181.0
1.85,101.0,347.0,182.0
1.9,99.0,344.0,172.0
1.95,96.0,338.0,172.0
2.0,91.0,325.0,167.0
2.05,84.0,318.0,164.0
2.1,82.0,307.0,154.0
2.15,79.0,298.0,150.0
2.2,79.0,287.0,150.0
2.25,83.0,272.0,151.0
2.3,80.0,269.0,146.0
2.35,77.0,255.0,144.0
2.4,79.0,255.0,141.0
2.45,77.0,243.0,132.0
2.5,78.0,236.0,129.0
2.55,75.0,232.0,128.0
2.6,70.0,220.0,121.0
2.65,66.0,213.0,117.0
2.7,65.0,208.0,118.0
2.75,65.0,210.0,115.0
2.8,61.0,202.0,107.0
2.85,60.0,191.0,105.0
2.9,57.0,187.0,104.0
2.95,55.0,180.0,102.0
3.0,55.0,182.0,97.0
3.05,55.0,174.0,93.0
3.1,54.0,169.0,86.0
3.15,52.0,164.0,87.0
3.2,48.0,156.0,85.0
3.25,48.0,145.0,81.0
3.3,48.0,139.0,78.0
3.35,46.0,139.0,76.0
3.4,45.0,136.0,68.0
3.45,45.0,130.0,67.0
3.5,42.0,124.0,65.0
3.55,41.0,120.0,59.0
3.6,39.0,115.0,57.0
3.65,35.0,112.0,54.0
3.7,34.0,108.0,49.0
3.75,30.0,101.0,46.0
3.8,29.0,94.0,44.0
3.85,28.0,87.0,44.0
3.9,26.0,85.0,41.0
3.95,25.0,80.0,38.0
4.0,25.0,76.0,36.0
4.05,25.0,76.0,36.0
4.1,25.0,75.0,35.0
4.15,24.0,75.0,33.0
4.2,23.0,71.0,34.0
4.25,23.0,69.0,33.0
4.3,23.0,68.0,33.0
4.35,24.0,68.0,30.0
4.4,23.0,61.0,28.0
4.45,23.0,58.0,27.0
4.5,22.0,56.0,26.0
4.55,23.0,54.0,26.0
4.6,22.0,50.0,24.0
4.65,22.0,47.0,25.0
4.7,22.0,46.0,23.0
4.75,22.0,47.0,24.0
4.8,20.0,46.0,22.0
4.85,20.0,43.0,20.0
4.9,20.0,41.0,20.0
4.95,19.0,39.0,19.0
5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.05,21.0,45.0,27.0
0.1,40.0,90.0,50.0
0.15,58.0,126.0,73.0
0.2,78.0,161.0,101.0
0.25,86.0,203.0,117.0
0.3,97.0,237.0,142.0
0.35,109.0,267.0,157.0
0.4,118.0,287.0,169.0
0.45,125.0,314.0,178.0
0.5,140.0,325.0,190.0
0.55,144.0,343.0,194.0
0.6,152.0,350.0,195.0
0.65,157.0,362.0,202.0
0.7,158.0,358.0,210.0
0.75,156.0,365.0,211.0
0.8,158.0,368.0,213.0
0.85,158.0,366.0,210.0
0.9,160.0,368.0,216.0
0.95,167.0,369.0,230.0
1.0,166.0,361.0,233.0
1.05,170.0,360.0,233.0
1.1,168.0,371.0,228.0
1.15,161.0,369.0,221.0
1.2,159.0,367.0,224.0
